#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
191.jfif,57808,{},6,4,"{""name"":""rect"",""x"":89,""y"":88,""width"":76,""height"":64}","{""damage"":""1""}"
191.jfif,57808,{},6,5,"{""name"":""rect"",""x"":199,""y"":76,""width"":222,""height"":53}","{""damage"":""1""}"
192.jfif,61234,{},4,0,"{""name"":""rect"",""x"":24,""y"":124,""width"":150,""height"":61}","{""damage"":""1""}"
192.jfif,61234,{},4,1,"{""name"":""rect"",""x"":553,""y"":154,""width"":66,""height"":66}","{""damage"":""1""}"
192.jfif,61234,{},4,2,"{""name"":""rect"",""x"":369,""y"":180,""width"":126,""height"":19}","{""damage"":""1""}"
192.jfif,61234,{},4,3,"{""name"":""rect"",""x"":255,""y"":163,""width"":109,""height"":33}","{""damage"":""1""}"
193.jfif,67040,{},9,0,"{""name"":""rect"",""x"":48,""y"":195,""width"":133,""height"":255}","{""damage"":""1""}"
193.jfif,67040,{},9,1,"{""name"":""rect"",""x"":3,""y"":333,""width"":365,""height"":117}","{""damage"":""1""}"
193.jfif,67040,{},9,2,"{""name"":""rect"",""x"":355,""y"":302,""width"":228,""height"":100}","{""damage"":""1""}"
193.jfif,67040,{},9,3,"{""name"":""rect"",""x"":541,""y"":175,""width"":96,""height"":203}","{""damage"":""1""}"
193.jfif,67040,{},9,4,"{""name"":""rect"",""x"":569,""y"":75,""width"":68,""height"":95}","{""damage"":""1""}"
193.jfif,67040,{},9,5,"{""name"":""rect"",""x"":396,""y"":88,""width"":194,""height"":88}","{""damage"":""1""}"
193.jfif,67040,{},9,6,"{""name"":""rect"",""x"":403,""y"":192,""width"":157,""height"":93}","{""damage"":""1""}"
193.jfif,67040,{},9,7,"{""name"":""rect"",""x"":2,""y"":119,""width"":65,""height"":81}","{""damage"":""1""}"
193.jfif,67040,{},9,8,"{""name"":""rect"",""x"":185,""y"":220,""width"":269,""height"":90}","{""damage"":""1""}"
194.jfif,41996,{},3,0,"{""name"":""rect"",""x"":3,""y"":99,""width"":171,""height"":321}","{""damage"":""1""}"
194.jfif,41996,{},3,1,"{""name"":""rect"",""x"":163,""y"":226,""width"":274,""height"":101}","{""damage"":""1""}"
194.jfif,41996,{},3,2,"{""name"":""rect"",""x"":519,""y"":153,""width"":49,""height"":227}","{""damage"":""1""}"
196.jfif,53548,{},5,0,"{""name"":""rect"",""x"":66,""y"":266,""width"":222,""height"":172}","{""damage"":""1""}"
196.jfif,53548,{},5,1,"{""name"":""rect"",""x"":105,""y"":168,""width"":279,""height"":99}","{""damage"":""1""}"
196.jfif,53548,{},5,2,"{""name"":""rect"",""x"":276,""y"":258,""width"":115,""height"":114}","{""damage"":""1""}"
196.jfif,53548,{},5,3,"{""name"":""rect"",""x"":347,""y"":143,""width"":114,""height"":133}","{""damage"":""1""}"
196.jfif,53548,{},5,4,"{""name"":""rect"",""x"":73,""y"":85,""width"":350,""height"":80}","{""damage"":""1""}"
197.jfif,60455,{},4,0,"{""name"":""rect"",""x"":279,""y"":164,""width"":97,""height"":28}","{""damage"":""1""}"
197.jfif,60455,{},4,1,"{""name"":""rect"",""x"":373,""y"":240,""width"":101,""height"":22}","{""damage"":""1""}"
197.jfif,60455,{},4,2,"{""name"":""rect"",""x"":159,""y"":298,""width"":49,""height"":39}","{""damage"":""1""}"
197.jfif,60455,{},4,3,"{""name"":""rect"",""x"":515,""y"":296,""width"":50,""height"":44}","{""damage"":""1""}"
201.jfif,45282,{},3,0,"{""name"":""rect"",""x"":387,""y"":195,""width"":220,""height"":61}","{""damage"":""1""}"
201.jfif,45282,{},3,1,"{""name"":""rect"",""x"":352,""y"":225,""width"":105,""height"":139}","{""damage"":""1""}"
201.jfif,45282,{},3,2,"{""name"":""polygon"",""all_points_x"":[577,527,445,423,430,568,585,575,577],""all_points_y"":[271,326,367,342,312,243,255,276,271]}","{""damage"":""1""}"
202.jfif,54592,{},4,0,"{""name"":""rect"",""x"":171,""y"":120,""width"":63,""height"":24}","{""damage"":""1""}"
202.jfif,54592,{},4,1,"{""name"":""rect"",""x"":238,""y"":116,""width"":85,""height"":20}","{""damage"":""1""}"
202.jfif,54592,{},4,2,"{""name"":""rect"",""x"":316,""y"":128,""width"":44,""height"":25}","{""damage"":""1""}"
202.jfif,54592,{},4,3,"{""name"":""rect"",""x"":131,""y"":169,""width"":57,""height"":34}","{""damage"":""1""}"
204.jfif,43813,{},1,0,"{""name"":""polygon"",""all_points_x"":[193,228,256,305,343,347,374,445,482,576,589,587,579,554,557,539,394,371,370,371,304,305,291,270,193],""all_points_y"":[288,344,343,375,363,416,420,371,336,311,291,292,269,278,258,251,309,304,280,284,308,305,295,311,288]}","{""damage"":""1""}"
205.jfif,45942,{},1,0,"{""name"":""polygon"",""all_points_x"":[71,113,127,429,433,489,483,594,621,619,627,596,501,233,117,70,22,25,33,68,69,71],""all_points_y"":[235,239,218,222,245,245,294,253,226,227,264,376,431,433,435,374,272,273,243,264,262,235]}","{""damage"":""1""}"
206.jfif,47012,{},1,0,"{""name"":""polygon"",""all_points_x"":[127,319,316,477,585,597,596,557,599,622,587,581,599,581,578,579,555,554,517,535,504,489,437,452,408,386,363,363,363,363,285,269,322,293,347,133,127],""all_points_y"":[138,130,115,95,108,120,114,166,271,300,298,317,337,336,364,365,372,343,304,345,350,326,358,406,390,348,346,346,370,371,366,326,340,228,205,138,138]}","{""damage"":""1""}"
207.jfif,54614,{},1,0,"{""name"":""rect"",""x"":271,""y"":342,""width"":40,""height"":17}","{""damage"":""1""}"
208.jfif,55764,{},7,0,"{""name"":""rect"",""x"":159,""y"":161,""width"":18,""height"":150}","{""damage"":""1""}"
208.jfif,55764,{},7,1,"{""name"":""rect"",""x"":188,""y"":169,""width"":81,""height"":50}","{""damage"":""1""}"
208.jfif,55764,{},7,2,"{""name"":""rect"",""x"":297,""y"":200,""width"":294,""height"":88}","{""damage"":""1""}"
208.jfif,55764,{},7,3,"{""name"":""rect"",""x"":308,""y"":286,""width"":142,""height"":132}","{""damage"":""1""}"
208.jfif,55764,{},7,4,"{""name"":""rect"",""x"":183,""y"":223,""width"":114,""height"":44}","{""damage"":""1""}"
208.jfif,55764,{},7,5,"{""name"":""polygon"",""all_points_x"":[240,333,355,301,215,240],""all_points_y"":[139,181,206,215,143,139]}","{""damage"":""1""}"
208.jfif,55764,{},7,6,"{""name"":""polygon"",""all_points_x"":[567,523,493,492,453,391,403,533,567],""all_points_y"":[297,334,396,400,400,340,291,273,297]}","{""damage"":""1""}"
209.jfif,55372,{},3,0,"{""name"":""polygon"",""all_points_x"":[569,549,72,71,197,445,569],""all_points_y"":[391,475,478,415,366,314,391]}","{""damage"":""1""}"
209.jfif,55372,{},3,1,"{""name"":""polygon"",""all_points_x"":[583,636,639,587,590,514,583],""all_points_y"":[388,335,268,250,250,346,388]}","{""damage"":""1""}"
209.jfif,55372,{},3,2,"{""name"":""polygon"",""all_points_x"":[422,581,636,636,637,429,422],""all_points_y"":[64,96,120,140,136,96,64]}","{""damage"":""1""}"
210.jfif,50185,{},4,0,"{""name"":""rect"",""x"":200,""y"":247,""width"":132,""height"":53}","{""damage"":""1""}"
210.jfif,50185,{},4,1,"{""name"":""rect"",""x"":19,""y"":299,""width"":186,""height"":109}","{""damage"":""1""}"
210.jfif,50185,{},4,2,"{""name"":""rect"",""x"":9,""y"":412,""width"":475,""height"":65}","{""damage"":""1""}"
210.jfif,50185,{},4,3,"{""name"":""rect"",""x"":82,""y"":270,""width"":129,""height"":40}","{""damage"":""1""}"
211.jfif,57010,{},5,0,"{""name"":""rect"",""x"":265,""y"":194,""width"":56,""height"":46}","{""damage"":""1""}"
211.jfif,57010,{},5,1,"{""name"":""rect"",""x"":294,""y"":236,""width"":38,""height"":44}","{""damage"":""1""}"
211.jfif,57010,{},5,2,"{""name"":""rect"",""x"":329,""y"":266,""width"":107,""height"":18}","{""damage"":""1""}"
211.jfif,57010,{},5,3,"{""name"":""rect"",""x"":423,""y"":212,""width"":106,""height"":58}","{""damage"":""1""}"
211.jfif,57010,{},5,4,"{""name"":""polygon"",""all_points_x"":[341,399,433,423,325,327,327,341],""all_points_y"":[204,216,243,275,212,199,201,204]}","{""damage"":""1""}"
212.jfif,46563,{},11,0,"{""name"":""rect"",""x"":61,""y"":235,""width"":380,""height"":75}","{""damage"":""1""}"
212.jfif,46563,{},11,1,"{""name"":""rect"",""x"":173,""y"":304,""width"":252,""height"":72}","{""damage"":""1""}"
212.jfif,46563,{},11,2,"{""name"":""rect"",""x"":376,""y"":382,""width"":85,""height"":22}","{""damage"":""1""}"
212.jfif,46563,{},11,3,"{""name"":""rect"",""x"":528,""y"":286,""width"":29,""height"":15}","{""damage"":""1""}"
212.jfif,46563,{},11,4,"{""name"":""rect"",""x"":96,""y"":312,""width"":85,""height"":36}","{""damage"":""1""}"
212.jfif,46563,{},11,5,"{""name"":""rect"",""x"":65,""y"":170,""width"":34,""height"":51}","{""damage"":""1""}"
212.jfif,46563,{},11,6,"{""name"":""rect"",""x"":253,""y"":171,""width"":139,""height"":75}","{""damage"":""1""}"
212.jfif,46563,{},11,7,"{""name"":""rect"",""x"":377,""y"":176,""width"":82,""height"":90}","{""damage"":""1""}"
212.jfif,46563,{},11,8,"{""name"":""rect"",""x"":207,""y"":127,""width"":216,""height"":49}","{""damage"":""1""}"
212.jfif,46563,{},11,9,"{""name"":""rect"",""x"":141,""y"":200,""width"":39,""height"":46}","{""damage"":""1""}"
212.jfif,46563,{},11,10,"{""name"":""rect"",""x"":97,""y"":164,""width"":197,""height"":36}","{""damage"":""1""}"
213.jfif,51591,{},4,0,"{""name"":""rect"",""x"":149,""y"":284,""width"":164,""height"":32}","{""damage"":""1""}"
213.jfif,51591,{},4,1,"{""name"":""rect"",""x"":302,""y"":287,""width"":37,""height"":47}","{""damage"":""1""}"
213.jfif,51591,{},4,2,"{""name"":""rect"",""x"":422,""y"":182,""width"":14,""height"":90}","{""damage"":""1""}"
213.jfif,51591,{},4,3,"{""name"":""rect"",""x"":435,""y"":170,""width"":56,""height"":104}","{""damage"":""1""}"
217.jfif,47303,{},3,0,"{""name"":""rect"",""x"":246,""y"":184,""width"":35,""height"":60}","{""damage"":""1""}"
217.jfif,47303,{},3,1,"{""name"":""rect"",""x"":300,""y"":262,""width"":33,""height"":64}","{""damage"":""1""}"
217.jfif,47303,{},3,2,"{""name"":""rect"",""x"":271,""y"":230,""width"":49,""height"":44}","{""damage"":""1""}"
218.jfif,45975,{},1,0,"{""name"":""rect"",""x"":541,""y"":259,""width"":35,""height"":13}","{""damage"":""1""}"
219.jfif,56564,{},1,0,"{""name"":""polygon"",""all_points_x"":[233,551,407,281,77,161,160,233],""all_points_y"":[118,138,465,432,274,179,181,118]}","{""damage"":""1""}"
222.jfif,46907,{},1,0,"{""name"":""polygon"",""all_points_x"":[223,382,436,547,600,599,603,501,435,436,223],""all_points_y"":[180,219,231,198,166,166,183,231,252,252,180]}","{""damage"":""1""}"
4786994_573453f132_b.jpg,77919,{},9,0,"{""name"":""rect"",""x"":3,""y"":188,""width"":412,""height"":162}","{""damage"":""1""}"
4786994_573453f132_b.jpg,77919,{},9,1,"{""name"":""rect"",""x"":172,""y"":96,""width"":238,""height"":92}","{""damage"":""1""}"
4786994_573453f132_b.jpg,77919,{},9,2,"{""name"":""rect"",""x"":348,""y"":130,""width"":200,""height"":65}","{""damage"":""1""}"
4786994_573453f132_b.jpg,77919,{},9,3,"{""name"":""rect"",""x"":419,""y"":417,""width"":126,""height"":39}","{""damage"":""1""}"
4786994_573453f132_b.jpg,77919,{},9,4,"{""name"":""rect"",""x"":237,""y"":328,""width"":184,""height"":138}","{""damage"":""1""}"
4786994_573453f132_b.jpg,77919,{},9,5,"{""name"":""rect"",""x"":408,""y"":231,""width"":105,""height"":55}","{""damage"":""1""}"
4786994_573453f132_b.jpg,77919,{},9,6,"{""name"":""rect"",""x"":114,""y"":385,""width"":105,""height"":71}","{""damage"":""1""}"
4786994_573453f132_b.jpg,77919,{},9,7,"{""name"":""rect"",""x"":181,""y"":340,""width"":75,""height"":28}","{""damage"":""1""}"
4786994_573453f132_b.jpg,77919,{},9,8,"{""name"":""rect"",""x"":505,""y"":184,""width"":108,""height"":75}","{""damage"":""1""}"
7598540_2a21cdcc01_b.jpg,191962,{},7,0,"{""name"":""rect"",""x"":408,""y"":160,""width"":106,""height"":105}","{""damage"":""1""}"
7598540_2a21cdcc01_b.jpg,191962,{},7,1,"{""name"":""rect"",""x"":655,""y"":384,""width"":356,""height"":340}","{""damage"":""1""}"
7598540_2a21cdcc01_b.jpg,191962,{},7,2,"{""name"":""rect"",""x"":862,""y"":198,""width"":54,""height"":134}","{""damage"":""1""}"
7598540_2a21cdcc01_b.jpg,191962,{},7,3,"{""name"":""rect"",""x"":427,""y"":229,""width"":381,""height"":171}","{""damage"":""1""}"
7598540_2a21cdcc01_b.jpg,191962,{},7,4,"{""name"":""rect"",""x"":298,""y"":489,""width"":462,""height"":207}","{""damage"":""1""}"
7598540_2a21cdcc01_b.jpg,191962,{},7,5,"{""name"":""rect"",""x"":394,""y"":388,""width"":284,""height"":111}","{""damage"":""1""}"
7598540_2a21cdcc01_b.jpg,191962,{},7,6,"{""name"":""rect"",""x"":191,""y"":219,""width"":277,""height"":102}","{""damage"":""1""}"
8667483_09fdc7f4fa_b.jpg,110170,{},10,0,"{""name"":""rect"",""x"":728,""y"":24,""width"":70,""height"":175}","{""damage"":""1""}"
8667483_09fdc7f4fa_b.jpg,110170,{},10,1,"{""name"":""rect"",""x"":548,""y"":135,""width"":179,""height"":111}","{""damage"":""1""}"
8667483_09fdc7f4fa_b.jpg,110170,{},10,2,"{""name"":""rect"",""x"":410,""y"":135,""width"":139,""height"":134}","{""damage"":""1""}"
8667483_09fdc7f4fa_b.jpg,110170,{},10,3,"{""name"":""rect"",""x"":442,""y"":270,""width"":252,""height"":102}","{""damage"":""1""}"
8667483_09fdc7f4fa_b.jpg,110170,{},10,4,"{""name"":""rect"",""x"":253,""y"":265,""width"":130,""height"":143}","{""damage"":""1""}"
8667483_09fdc7f4fa_b.jpg,110170,{},10,5,"{""name"":""rect"",""x"":486,""y"":425,""width"":35,""height"":23}","{""damage"":""1""}"
8667483_09fdc7f4fa_b.jpg,110170,{},10,6,"{""name"":""rect"",""x"":463,""y"":376,""width"":53,""height"":25}","{""damage"":""1""}"
8667483_09fdc7f4fa_b.jpg,110170,{},10,7,"{""name"":""rect"",""x"":381,""y"":220,""width"":36,""height"":101}","{""damage"":""1""}"
8667483_09fdc7f4fa_b.jpg,110170,{},10,8,"{""name"":""rect"",""x"":359,""y"":399,""width"":65,""height"":79}","{""damage"":""1""}"
8667483_09fdc7f4fa_b.jpg,110170,{},10,9,"{""name"":""rect"",""x"":375,""y"":311,""width"":71,""height"":51}","{""damage"":""1""}"
10145328_bebc5426ca_o.jpg,147660,{},3,0,"{""name"":""polyline"",""all_points_x"":[100,93,335,387,418,231,112,73,73,92,93,92,92],""all_points_y"":[210,209,315,336,296,217,160,163,158,206,208,208,208]}","{""damage"":""1""}"
10145328_bebc5426ca_o.jpg,147660,{},3,1,"{""name"":""rect"",""x"":379,""y"":192,""width"":60,""height"":92}","{""damage"":""1""}"
10145328_bebc5426ca_o.jpg,147660,{},3,2,"{""name"":""polygon"",""all_points_x"":[261,261,173,165,263,283,261],""all_points_y"":[193,193,165,187,240,230,193]}","{""damage"":""1""}"
25212599_2140c590dd_o.jpg,2003010,{},3,0,"{""name"":""polygon"",""all_points_x"":[759,1022,1821,1876,1876,1753,1740,1324,1256,1048,980,977,957,854,759,695,701,672,652,662,659,659,691,717,717,759],""all_points_y"":[675,951,802,863,857,902,1006,1104,1013,1045,1052,1048,1117,1065,928,935,1039,990,815,656,510,454,454,646,662,675]}","{""damage"":""1""}"
25212599_2140c590dd_o.jpg,2003010,{},3,1,"{""name"":""rect"",""x"":1097,""y"":1214,""width"":188,""height"":62}","{""damage"":""1""}"
25212599_2140c590dd_o.jpg,2003010,{},3,2,"{""name"":""rect"",""x"":1068,""y"":1292,""width"":49,""height"":68}","{""damage"":""1""}"
28062424_8986678438_b.jpg,55537,{},2,0,"{""name"":""rect"",""x"":204,""y"":327,""width"":39,""height"":29}","{""damage"":""1""}"
28062424_8986678438_b.jpg,55537,{},2,1,"{""name"":""polygon"",""all_points_x"":[15,27,103,173,198,194,65,63,26,15],""all_points_y"":[240,273,314,329,297,298,256,244,228,240]}","{""damage"":""1""}"
31805869_317041bfe4_o.jpg,236566,{},3,0,"{""name"":""rect"",""x"":591,""y"":560,""width"":46,""height"":232}","{""damage"":""1""}"
31805869_317041bfe4_o.jpg,236566,{},3,1,"{""name"":""rect"",""x"":887,""y"":347,""width"":60,""height"":187}","{""damage"":""1""}"
31805869_317041bfe4_o.jpg,236566,{},3,2,"{""name"":""rect"",""x"":4,""y"":633,""width"":327,""height"":311}","{""damage"":""1""}"
35367030_30812d7bf0_o.jpg,479418,{},1,0,"{""name"":""polygon"",""all_points_x"":[435,424,512,513,518,490,435],""all_points_y"":[224,286,285,282,234,223,224]}","{""damage"":""1""}"
37672824_2baaeda4cb_o.jpg,837073,{},2,0,"{""name"":""rect"",""x"":401,""y"":848,""width"":140,""height"":228}","{""damage"":""1""}"
37672824_2baaeda4cb_o.jpg,837073,{},2,1,"{""name"":""rect"",""x"":1530,""y"":644,""width"":117,""height"":120}","{""damage"":""1""}"
57355224_c5c9dcc3ca_o.jpg,1246652,{},3,0,"{""name"":""rect"",""x"":708,""y"":701,""width"":1558,""height"":45}","{""damage"":""1""}"
57355224_c5c9dcc3ca_o.jpg,1246652,{},3,1,"{""name"":""rect"",""x"":808,""y"":795,""width"":370,""height"":49}","{""damage"":""1""}"
57355224_c5c9dcc3ca_o.jpg,1246652,{},3,2,"{""name"":""rect"",""x"":490,""y"":747,""width"":107,""height"":52}","{""damage"":""1""}"
62821640_a68411bb81_o.jpg,617875,{},2,0,"{""name"":""polygon"",""all_points_x"":[948,872,992,1080,1153,1255,1325,1246,1378,1407,948],""all_points_y"":[298,363,436,734,781,743,626,421,328,263,298]}","{""damage"":""1""}"
62821640_a68411bb81_o.jpg,617875,{},2,1,"{""name"":""polygon"",""all_points_x"":[664,571,562,840,1100,1489,1861,2042,2007,664],""all_points_y"":[12,205,208,173,208,155,155,164,12,12]}","{""damage"":""1""}"
70312997_423953dae3_o.jpg,920445,{},3,0,"{""name"":""rect"",""x"":960,""y"":611,""width"":231,""height"":225}","{""damage"":""1""}"
70312997_423953dae3_o.jpg,920445,{},3,1,"{""name"":""rect"",""x"":761,""y"":810,""width"":313,""height"":366}","{""damage"":""1""}"
70312997_423953dae3_o.jpg,920445,{},3,2,"{""name"":""rect"",""x"":1033,""y"":758,""width"":287,""height"":243}","{""damage"":""1""}"
70312998_f89a6ac2ba_o.jpg,967219,{},3,0,"{""name"":""rect"",""x"":1153,""y"":854,""width"":287,""height"":252}","{""damage"":""1""}"
70312998_f89a6ac2ba_o.jpg,967219,{},3,1,"{""name"":""rect"",""x"":889,""y"":986,""width"":418,""height"":415}","{""damage"":""1""}"
70312998_f89a6ac2ba_o.jpg,967219,{},3,2,"{""name"":""rect"",""x"":1258,""y"":1044,""width"":328,""height"":225}","{""damage"":""1""}"
82596951_7eb0823474_b.jpg,242969,{},2,0,"{""name"":""rect"",""x"":256,""y"":442,""width"":85,""height"":91}","{""damage"":""1""}"
82596951_7eb0823474_b.jpg,242969,{},2,1,"{""name"":""rect"",""x"":186,""y"":553,""width"":70,""height"":102}","{""damage"":""1""}"
91527694_5424cea7ab_o.jpg,22690,{},2,0,"{""name"":""rect"",""x"":149,""y"":120,""width"":88,""height"":85}","{""damage"":""1""}"
91527694_5424cea7ab_o.jpg,22690,{},2,1,"{""name"":""rect"",""x"":159,""y"":28,""width"":32,""height"":19}","{""damage"":""1""}"
152899065_862150a2d8_o.jpg,1331548,{},2,0,"{""name"":""polygon"",""all_points_x"":[787,793,737,737,749,752,901,954,1012,936,886,787],""all_points_y"":[922,919,1123,1159,1279,1281,1214,1100,995,857,860,922]}","{""damage"":""1""}"
152899065_862150a2d8_o.jpg,1331548,{},2,1,"{""name"":""polygon"",""all_points_x"":[1279,1238,1246,1299,1325,1325,1279],""all_points_y"":[506,544,544,629,603,603,506]}","{""damage"":""1""}"
213783335_0e42731cb6_o.jpg,897373,{},3,0,"{""name"":""polygon"",""all_points_x"":[355,388,385,629,994,968,645,450,355],""all_points_y"":[984,847,857,756,782,952,916,981,984]}","{""damage"":""1""}"
213783335_0e42731cb6_o.jpg,897373,{},3,1,"{""name"":""polygon"",""all_points_x"":[926,929,971,1072,1053,1098,1007,919,926],""all_points_y"":[1010,1010,1199,1190,1082,978,782,984,1010]}","{""damage"":""1""}"
213783335_0e42731cb6_o.jpg,897373,{},3,2,"{""name"":""polygon"",""all_points_x"":[264,482,473,466,310,225,264],""all_points_y"":[1001,984,981,1056,1089,1069,1001]}","{""damage"":""1""}"
230937408_820c792a1c_b.jpg,160901,{},8,0,"{""name"":""rect"",""x"":366,""y"":527,""width"":57,""height"":102}","{""damage"":""1""}"
230937408_820c792a1c_b.jpg,160901,{},8,1,"{""name"":""rect"",""x"":148,""y"":693,""width"":214,""height"":64}","{""damage"":""1""}"
230937408_820c792a1c_b.jpg,160901,{},8,2,"{""name"":""rect"",""x"":565,""y"":458,""width"":224,""height"":303}","{""damage"":""1""}"
230937408_820c792a1c_b.jpg,160901,{},8,3,"{""name"":""rect"",""x"":467,""y"":677,""width"":97,""height"":22}","{""damage"":""1""}"
230937408_820c792a1c_b.jpg,160901,{},8,4,"{""name"":""rect"",""x"":341,""y"":301,""width"":130,""height"":102}","{""damage"":""1""}"
230937408_820c792a1c_b.jpg,160901,{},8,5,"{""name"":""rect"",""x"":651,""y"":252,""width"":247,""height"":164}","{""damage"":""1""}"
230937408_820c792a1c_b.jpg,160901,{},8,6,"{""name"":""rect"",""x"":331,""y"":3,""width"":165,""height"":89}","{""damage"":""1""}"
230937408_820c792a1c_b.jpg,160901,{},8,7,"{""name"":""rect"",""x"":651,""y"":79,""width"":132,""height"":170}","{""damage"":""1""}"
274854866_ea0e740b50_b.jpg,170635,{},8,0,"{""name"":""rect"",""x"":451,""y"":506,""width"":341,""height"":85}","{""damage"":""1""}"
274854866_ea0e740b50_b.jpg,170635,{},8,1,"{""name"":""rect"",""x"":525,""y"":609,""width"":176,""height"":143}","{""damage"":""1""}"
274854866_ea0e740b50_b.jpg,170635,{},8,2,"{""name"":""rect"",""x"":736,""y"":611,""width"":94,""height"":152}","{""damage"":""1""}"
274854866_ea0e740b50_b.jpg,170635,{},8,3,"{""name"":""rect"",""x"":92,""y"":339,""width"":278,""height"":118}","{""damage"":""1""}"
274854866_ea0e740b50_b.jpg,170635,{},8,4,"{""name"":""rect"",""x"":323,""y"":451,""width"":319,""height"":57}","{""damage"":""1""}"
274854866_ea0e740b50_b.jpg,170635,{},8,5,"{""name"":""rect"",""x"":642,""y"":429,""width"":379,""height"":48}","{""damage"":""1""}"
274854866_ea0e740b50_b.jpg,170635,{},8,6,"{""name"":""rect"",""x"":666,""y"":187,""width"":293,""height"":44}","{""damage"":""1""}"
274854866_ea0e740b50_b.jpg,170635,{},8,7,"{""name"":""rect"",""x"":467,""y"":212,""width"":209,""height"":37}","{""damage"":""1""}"
277471710_13d207df21_o.jpg,1529886,{},1,0,"{""name"":""rect"",""x"":1074,""y"":652,""width"":209,""height"":620}","{""damage"":""1""}"
279812804_4c97993f01_o.jpg,395085,{},6,0,"{""name"":""rect"",""x"":962,""y"":558,""width"":281,""height"":270}","{""damage"":""1""}"
279812804_4c97993f01_o.jpg,395085,{},6,1,"{""name"":""rect"",""x"":1228,""y"":513,""width"":124,""height"":80}","{""damage"":""1""}"
279812804_4c97993f01_o.jpg,395085,{},6,2,"{""name"":""rect"",""x"":4,""y"":832,""width"":697,""height"":80}","{""damage"":""1""}"
279812804_4c97993f01_o.jpg,395085,{},6,3,"{""name"":""rect"",""x"":763,""y"":777,""width"":153,""height"":40}","{""damage"":""1""}"
279812804_4c97993f01_o.jpg,395085,{},6,4,"{""name"":""rect"",""x"":436,""y"":708,""width"":155,""height"":62}","{""damage"":""1""}"
279812804_4c97993f01_o.jpg,395085,{},6,5,"{""name"":""rect"",""x"":1341,""y"":184,""width"":170,""height"":170}","{""damage"":""1""}"
326751912_2ae790dede_o.jpg,323201,{},7,0,"{""name"":""rect"",""x"":995,""y"":547,""width"":276,""height"":132}","{""damage"":""1""}"
326751912_2ae790dede_o.jpg,323201,{},7,1,"{""name"":""rect"",""x"":861,""y"":192,""width"":135,""height"":237}","{""damage"":""1""}"
326751912_2ae790dede_o.jpg,323201,{},7,2,"{""name"":""rect"",""x"":1228,""y"":380,""width"":81,""height"":175}","{""damage"":""1""}"
326751912_2ae790dede_o.jpg,323201,{},7,3,"{""name"":""rect"",""x"":1160,""y"":282,""width"":83,""height"":139}","{""damage"":""1""}"
326751912_2ae790dede_o.jpg,323201,{},7,4,"{""name"":""rect"",""x"":959,""y"":414,""width"":60,""height"":141}","{""damage"":""1""}"
326751912_2ae790dede_o.jpg,323201,{},7,5,"{""name"":""rect"",""x"":1107,""y"":449,""width"":60,""height"":62}","{""damage"":""1""}"
326751912_2ae790dede_o.jpg,323201,{},7,6,"{""name"":""rect"",""x"":1062,""y"":500,""width"":218,""height"":58}","{""damage"":""1""}"
330730660_4b3d28e0ce_o.jpg,420716,{},4,0,"{""name"":""rect"",""x"":583,""y"":638,""width"":117,""height"":71}","{""damage"":""1""}"
330730660_4b3d28e0ce_o.jpg,420716,{},4,1,"{""name"":""rect"",""x"":354,""y"":425,""width"":327,""height"":190}","{""damage"":""1""}"
330730660_4b3d28e0ce_o.jpg,420716,{},4,2,"{""name"":""rect"",""x"":770,""y"":274,""width"":160,""height"":82}","{""damage"":""1""}"
330730660_4b3d28e0ce_o.jpg,420716,{},4,3,"{""name"":""rect"",""x"":597,""y"":206,""width"":187,""height"":229}","{""damage"":""1""}"
355901090_b30825dab3_o.jpg,2604063,{},7,0,"{""name"":""rect"",""x"":300,""y"":458,""width"":537,""height"":497}","{""damage"":""1""}"
355901090_b30825dab3_o.jpg,2604063,{},7,1,"{""name"":""rect"",""x"":7,""y"":961,""width"":379,""height"":145}","{""damage"":""1""}"
355901090_b30825dab3_o.jpg,2604063,{},7,2,"{""name"":""rect"",""x"":681,""y"":1014,""width"":128,""height"":191}","{""damage"":""1""}"
355901090_b30825dab3_o.jpg,2604063,{},7,3,"{""name"":""rect"",""x"":507,""y"":1080,""width"":142,""height"":151}","{""damage"":""1""}"
355901090_b30825dab3_o.jpg,2604063,{},7,4,"{""name"":""rect"",""x"":1182,""y"":425,""width"":290,""height"":217}","{""damage"":""1""}"
355901090_b30825dab3_o.jpg,2604063,{},7,5,"{""name"":""rect"",""x"":1511,""y"":678,""width"":365,""height"":388}","{""damage"":""1""}"
355901090_b30825dab3_o.jpg,2604063,{},7,6,"{""name"":""rect"",""x"":1833,""y"":352,""width"":69,""height"":316}","{""damage"":""1""}"
374006980_642bff8a79_o.jpg,236000,{},3,0,"{""name"":""polygon"",""all_points_x"":[84,49,59,346,552,644,649,667,667,934,914,825,836,773,649,627,483,181,197,197,150,80,84],""all_points_y"":[375,388,278,333,338,355,388,366,373,393,496,523,433,402,417,490,490,413,369,338,316,324,375]}","{""damage"":""1""}"
374006980_642bff8a79_o.jpg,236000,{},3,1,"{""name"":""rect"",""x"":673,""y"":494,""width"":38,""height"":44}","{""damage"":""1""}"
374006980_642bff8a79_o.jpg,236000,{},3,2,"{""name"":""rect"",""x"":137,""y"":283,""width"":90,""height"":27}","{""damage"":""1""}"
